Transaction_ID,Property_ID,Investor_ID,Buyer_Type,Party_Type,Gender,Nationality,Transaction_Type,Property_Type,Property_Subtype,Area,Size_sqm,Price_AED,Transaction_Date,Payment_Mode,Agent_Involved,Registration_Type,Registration_Type_English,Acquisition_Type,Acquisition_Type_English,Emirates_ID,License_No,Phone_Number,Transaction_Quarter,Transaction_Year
277c380e-a3c9-4dde-9f08-e6585c748cad,f287b5f2-209d-4733-a06a-e63aa2fa697c,a06815bb-afcd-49b8-a3b8-a20940278051,Investor,شخص,أنثى,China,Buy,Townhouse,,Dubai Hills Estate,2745,3737655.0,2025-07-11,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-7211-3851-5,TRN-418635,054-4526280,3,2025
49dba057-cfde-466d-9cb9-66c639252989,bdd156a0-aecb-49cb-8bca-eed0b143c040,1fc521a0-2a73-4b6c-b2f7-61126e5c8e73,Investor,شخص,ذكر,South Korea,Buy,Apartment,3BR,Palm Jumeirah,1168,2850000.0,2023-04-03,Cash,No,العقارات القائمة,Completed,تملك غير حر,Non-freehold,784-1757-5011-8,TRN-577538,056-4262081,2,2023
dfcb046b-8075-47ec-aada-91739ad435e0,1c3c4de5-2388-4216-ac14-94246a188745,4a7d1f9c-dc22-4ad3-ba5f-ec3fd95ef10d,Investor,شخص,أنثى,USA,Sell,Apartment,3BR,Meydan City,1059,1656182.0,2023-06-26,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-6198-8251-9,TRN-567574,052-8963715,2,2023
a8dd4087-627f-482c-806b-35ab701bff25,7221fcab-01da-4037-af1b-621e963d1fa7,ba46142d-6cfd-4a49-8f86-594d49d22f12,Resident,شخص,أنثى,France,Buy,Townhouse,,Business Bay,3283,4000000.0,2022-12-23,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,TRN-535970,050-4470105,4,2022
5fa15fee-bab9-47d1-bdab-f3c7fba53587,4d661046-3b00-4d5b-8fa8-916f97221b55,b3d86b5a-7532-4c69-a83d-1f93907cf179,Resident,شخص,أنثى,Italy,Sell,Retail,,Downtown Dubai,2250,5500000.0,2025-11-01,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-5471-8140-8,,055-7783308,4,2025
aeae2b0b-d53e-48fd-ac64-5f642c0f80b8,1fc14ba0-5c19-44c6-a49d-c6b714a051f0,770da667-45dc-45ed-9f42-111a9bb29f1f,Corporate,جهة,Non-specified,India,Buy,Retail,,Jumeirah Golf Estates,2073,3850000.0,2024-10-19,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-6529-7211-5,TRN-972335,056-5232413,4,2024
92d38067-41f7-4bd2-8896-c7b3a508a556,6ead7169-59c8-4fbc-854f-c13e2498a8e0,cc44040b-6146-4774-b29d-20db683379b1,Investor,شخص,ذكر,USA,Sell,Apartment,4BR,City Walk,1179,2151764.0,2025-03-08,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-3749-2876-3,,050-6233774,1,2025
e9799824-af41-4652-a0d5-7365abbb79f0,34fcc0ef-11e5-4e28-88b7-f254209dae9b,66d9460e-3b59-4b88-8d13-9deedfaa7aeb,Corporate,جهة,Non-specified,Saudi Arabia,Buy,Apartment,3BR,Dubai South,1027,1010966.0,2024-06-23,Installments,No,العقارات القائمة,Completed,تملك غير حر,Non-freehold,784-8018-7071-2,TRN-457806,050-8047416,2,2024
d50c02a2-9e5d-4894-a473-d3e460bb46c0,0616c1fa-7869-44d0-9dde-1a8762361893,551f5859-b6d2-43cd-94ba-64ab2f6a6c17,Corporate,جهة,Non-specified,India,Buy,Villa,,JBR,4126,63074842.506869204,2021-07-26,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-2419-5569-8,TRN-587282,059-7358385,3,2021
c2f2e9da-bd9a-48a1-b3c8-068f50db0132,ca309821-2e84-4410-82ca-a9830dc9bf21,62fe613a-6ac1-4d5f-821c-641affd525e5,Investor,شخص,ذكر,France,Buy,Apartment,4BR,JVC,1214,1262758.0,2022-07-01,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-1282-2524-5,,053-6137284,3,2022
bd07908a-9a37-4fa5-9926-2032cf971713,16c9027d-3e57-4e18-8e56-12737bb40bec,0e806497-3689-4576-a4b8-cc44c78e88f9,Investor,شخص,ذكر,France,Sell,Land,,Business Bay,12882,8500000.0,2022-08-09,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-9595-5636-2,TRN-478411,052-6071208,3,2022
ce6644db-5bd5-4a3c-b793-3a06cac9c1ae,2a585485-8c3e-4955-84ec-a91899969b4e,d586b88e-5c04-426e-ad20-cba58fb56e11,Resident,شخص,أنثى,UAE,Sell,Land,,Business Bay,11034,8500000.0,2020-12-28,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,,TRN-819796,050-3545556,4,2020
4a6ff1b4-bb23-4d95-b764-3a01278fab22,84265e69-951d-4532-bb41-3110e764cb68,7bcf558b-ad51-45a5-806b-3100aec1a83d,Investor,شخص,أنثى,France,Sell,Land,,Downtown Dubai,13409,8500000.0,2021-04-13,Installments,No,العقارات القائمة,Completed,تملك حر,Freehold,784-4404-4457-5,TRN-282256,058-2259379,2,2021
31c86ab3-ba66-46d1-80a6-2a2a9c8a2563,29c0e98c-eeae-4965-a16b-8c979cec9897,93eb1fde-f207-4523-9e88-c56ae1295a0b,Investor,شخص,ذكر,UK,Sell,Apartment,3BR,Downtown Dubai,1245,2850000.0,2022-12-22,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-5352-3330-2,,054-5842082,4,2022
e846e948-6508-4bf2-890b-c9bc3e658e39,f8438b99-a91c-4436-aace-ba6cbb347268,c88294b4-8fde-4513-a256-cea627c5e697,Investor,شخص,أنثى,USA,Buy,Retail,,Business Bay,2052,3850000.0,2021-02-24,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-1659-3870-8,TRN-391668,052-8312936,1,2021
e1c6ad76-b23e-40dd-9b2a-8e4f09531e9b,b23acd34-f68a-4711-afd1-e9068e68df36,8a0cc0a3-6d26-43a4-abbb-f35d0606a496,Investor,شخص,ذكر,UAE,Sell,Apartment,4BR,JVC,1057,1235009.0,2024-08-23,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9431-1018-9,,058-7069650,3,2024
56302e74-2584-413a-a8d3-fd0c4772b986,4ce9c7ff-b9be-42b2-9b9b-2e70b3fca8dc,b2e7ea2a-7b17-4753-b270-f54370491bfb,Investor,شخص,ذكر,Australia,Buy,Apartment,3BR,Business Bay,1244,2770128.0,2024-12-01,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8560-2924-3,TRN-633590,054-7970771,4,2024
5e49838b-88bb-48f1-bf86-3fcbac45062f,651bb8fd-e206-4577-8f28-6066391ddc7d,656bf68a-a06e-4d4e-a1bb-a8e0bf9bbf3a,Resident,شخص,أنثى,Spain,Sell,Apartment,3BR,Emirates Hills,1470,2850000.0,2025-06-09,Mortgage,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9022-3434-8,TRN-678727,058-7328534,2,2025
8af22594-3c5c-49f8-9bc3-080adea24603,493691b7-938e-4f6b-a59a-72b65f72d230,ddbb2db8-8099-4461-8f11-fe5a986645c0,Corporate,جهة,Non-specified,South Korea,Buy,Land,,Dubai Marina,13137,83632027.87801875,2025-12-11,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9115-1606-3,TRN-718849,055-2683838,4,2025
019d0bd2-432e-4a46-b318-77554f4b47d4,c941b28c-28bd-4156-9f82-a42d6d26ca86,cc778b5d-6eb7-4079-92bb-95de28a3642e,Investor,شخص,أنثى,China,Sell,Apartment,Studio,Dubai South,1369,1226298.0,2025-06-16,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-8994-9864-1,TRN-817644,054-4816586,2,2025
c617d823-8e2e-42e9-b167-82bbeb85060f,825162d5-beb4-4214-b804-1b99fe340df9,dd6d19d3-6130-493f-a80c-5773022bbba1,Resident,شخص,ذكر,Russia,Rent,Office,,Palm Jumeirah,3013,5250000.0,2023-02-26,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-4945-9153-3,,054-8710313,1,2023
1937bcb2-50bb-46e9-b396-0f4ccd5c1780,bac70dfa-73a6-4e3b-ad67-3e069b8dcb22,48b4929c-b9e4-4aca-aeea-eee077201a98,Resident,جهة,ذكر,Russia,Buy,Retail,,Dubai Hills Estate,1880,3850000.0,2022-07-10,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-5837-1359-7,TRN-693419,050-9333700,3,2022
c106942e-2b93-4bad-8389-840a27bcc479,4c6c3db9-7a7e-44f3-847a-6af336926cd1,d19fff4c-cc91-48b9-8ce0-b4e9f407677b,Corporate,جهة,Non-specified,Italy,Buy,Townhouse,,Dubai Marina,2721,4000000.0,2025-04-09,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-6061-8222-1,TRN-867934,052-2512187,2,2025
8a538d41-707a-4531-9b83-2168ba8d718b,85895aac-46d9-4c0a-9101-4b86f45e09a6,fcfaeec6-857c-421b-877c-60f87dca15c4,Resident,شخص,ذكر,UAE,Buy,Apartment,3BR,Meydan City,1324,1932021.0,2025-09-09,Installments,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-4696-7511-9,TRN-114594,054-3073474,3,2025
fb4adcf7-2638-47ac-be29-20cc787abdb1,94d541b8-5d5e-4120-9e8b-e97b39b12291,fe56e3fc-6990-44d5-bccb-836652ba303a,Investor,شخص,ذكر,France,Buy,Apartment,1BR,Dubai Hills Estate,1330,1742789.0,2022-05-01,Installments,Yes,على الخارطة,Off-plan,ايجار حر,Leasehold,784-2911-3290-1,TRN-616554,051-2630611,2,2022
64ba5db2-f007-46fa-a52d-495f8104774f,176d6f39-ae00-455a-ae5a-52e59bf9bb04,3f0dffa9-e54b-4900-91b9-5fd29bc13566,Resident,شخص,ذكر,Switzerland,Buy,Villa,,Dubai South,5712,4150554.0,2025-05-21,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-2627-7018-9,TRN-163491,056-5628522,2,2025
bce0eca3-9ec1-4e96-8f7a-0f0cb9fe890e,ddb80fb6-8ed8-4c56-9051-488f65a2d55c,be61a746-886b-4d2d-a52c-c4000a892adf,Resident,جهة,ذكر,Saudi Arabia,Buy,Apartment,Studio,Dubai Hills Estate,971,1334065.0,2022-09-05,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-1046-5542-3,TRN-666456,054-3927575,3,2022
dc4d66a1-aca9-4a58-9012-841439bdea9b,903cb882-9f82-4d39-a36a-f4766b5c74b5,b992c1cf-bd27-4a94-bd83-679ea596490b,Resident,شخص,ذكر,China,Buy,Townhouse,,Dubai Marina,2663,4000000.0,2024-09-05,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-1710-9543-5,TRN-163780,057-7738019,3,2024
a067d7a1-f24c-49c6-a57a-cf22c672e44e,338194e2-63bd-4a5e-9ca8-e38b113f2b6f,3c61566e-a4f1-4051-8653-20583d4e772c,Resident,شخص,ذكر,India,Sell,Apartment,3BR,DIFC,1279,2850000.0,2023-03-09,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-2874-4522-7,TRN-455395,057-7689582,1,2023
512056a3-de9c-464d-965d-35c84d819247,cff1caf3-a3dd-4e20-9744-ba19e6b2897c,412bd260-54b4-4202-a743-d6a4dde64819,Investor,شخص,ذكر,UAE,Buy,Apartment,1BR,City Walk,1435,2787519.0,2024-03-14,Mortgage,No,العقارات القائمة,Completed,تملك حر,Freehold,784-7929-1842-5,TRN-705991,058-4569164,1,2024
6b709858-b4fe-4def-b3a9-c49a5eb1d74a,002fe3cf-3bc1-421b-bbcd-7789aa6780d5,2691b77d-f5e4-4299-b9e5-aac7d2e80237,Resident,شخص,ذكر,France,Buy,Office,,JVC,2970,4540797.0,2024-10-25,Cash,Yes,على الخارطة,Off-plan,ايجار حر,Leasehold,784-6567-6751-1,,052-7724045,4,2024
89a99c6c-f3c3-4296-b09f-12520b28fbc1,5e8418e2-c116-4046-9e73-d5b4d87d5631,43d57c76-1ebe-4efa-84dd-053804b072d3,Investor,جهة,أنثى,UAE,Buy,Apartment,3BR,Business Bay,1335,1605940.0,2020-09-12,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,,TRN-544611,057-8416270,3,2020
6f19aa8e-2359-4370-8708-9046bb5893a9,5ed02d01-48a1-454d-8672-7e54c2898dd2,6f7f6b9f-a429-4790-a42a-5ee16c1e1855,Investor,شخص,ذكر,India,Buy,Apartment,4BR,Dubai Marina,1448,2258029.0,2022-09-08,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,TRN-498676,058-4860617,3,2022
9517ded9-9d1d-4fe0-990f-8831afaca44e,fddb1de8-7cfe-44a5-ad42-214002e01ec5,9cde9e94-b4d3-47d9-98a3-4142127c9a03,Investor,شخص,ذكر,Switzerland,Buy,Apartment,Studio,Dubai South,1396,1195586.0,2023-02-19,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-6928-2443-7,TRN-717476,056-9790632,1,2023
7b000567-ba90-4415-92f9-1b694ac453a9,bb6b3378-6c0e-4235-a65c-d5dd5d063798,a2d678ac-d3ef-4190-bf7c-44059ac6933e,Investor,شخص,أنثى,Saudi Arabia,Sell,Apartment,2BR,Dubai Marina,1472,2531581.0,2022-05-12,Mortgage,No,العقارات القائمة,Completed,تملك حر,Freehold,784-3902-9095-8,TRN-570711,059-6422534,2,2022
9023409a-0783-40b3-b935-21d901ed31e2,98af9c8e-2bb5-4b4d-b40c-b7f6719b0220,ba765400-534a-4892-8f71-01ebecd0de2d,Resident,شخص,أنثى,China,Buy,Apartment,Studio,Dubai Marina,1007,1597882.0,2022-02-15,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-1672-8368-4,TRN-258189,050-8558523,1,2022
d75c5bfc-48ae-4c2b-92ef-e71cbe54f789,819f439f-e453-4230-b328-bf1ba70573a7,35edd351-c489-47c8-8fc4-62d3608d960f,Investor,جهة,ذكر,Saudi Arabia,Buy,Apartment,4BR,Dubai Hills Estate,990,1293790.0,2025-11-17,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-2079-6401-2,TRN-505341,054-5227787,4,2025
d9a43f51-f5f4-4449-aca0-3b48f4ce9d0f,1b128e0c-a454-4e66-b952-47c1e52b7b4e,8431079f-5f7e-4f1f-b169-a23462de6bfd,Resident,شخص,أنثى,China,Buy,Apartment,1BR,JVC,1351,1381681.0,2025-02-18,Mortgage,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-7937-9331-6,,054-4024309,1,2025
ae1f8655-12da-4712-9980-f02df996c5a6,d428af4b-ce1b-4962-8a32-6e0c50f8db34,159f5767-953c-4ce0-8184-609aa253fb9e,Investor,شخص,ذكر,UK,Sell,Land,,Dubai Marina,12423,8500000.0,2022-01-25,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-3712-8170-1,TRN-349068,057-5780297,1,2022
da25d072-c64b-4652-aa85-111c59732003,a5f0ea3f-e8d3-4d5a-b2be-42b93750bf6a,dd11ffab-4724-46a7-8249-30a09d7872c6,Investor,شخص,أنثى,South Korea,Rent,Apartment,Studio,Dubai Investment Park,1430,1686692.0,2024-05-22,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-3267-5096-1,TRN-681478,051-9655523,2,2024
ca4d30b6-6e07-41fc-8649-75c825544157,85ffd5df-5b3e-409c-b06c-4d571fab9c7f,3d0e1af0-aac3-42ae-a5a2-c839ed6f50ce,Investor,شخص,ذكر,UAE,Buy,Retail,,Downtown Dubai,2023,5500000.0,2022-05-12,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-6493-3392-3,,057-3328554,2,2022
88e2d781-27f3-405c-810a-431f891c0351,542674b7-0403-4645-bd63-6b0cdd5101ce,c5eafae9-5bfe-4219-97aa-157bc592ac5a,Investor,شخص,أنثى,Russia,Sell,Retail,,Downtown Dubai,1910,5500000.0,2024-12-25,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,TRN-250551,054-8201433,4,2024
2589109f-1915-41d1-9736-48c8b92c65cf,ffcfd64f-6a67-4c61-b382-a7627c3fc2dc,747e7820-c6c4-435b-8974-544950173848,Resident,شخص,أنثى,India,Rent,Apartment,1BR,Dubai Hills Estate,1486,1392464.0,2020-01-18,Installments,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,,TRN-868544,051-6578736,1,2020
9a8b34b4-6993-40b2-b6ac-2c28f9c87a9c,06c320ec-cbed-4532-b126-276a32356dfc,125b4de7-e77b-411d-b8f3-d511ab675d71,Resident,جهة,ذكر,UAE,Rent,Apartment,2BR,Meydan City,1425,1456885.0,2020-10-06,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-9444-7524-9,TRN-138399,053-5800144,4,2020
874ff06b-31c3-4b6b-993f-d54a9ebd357d,ab8edc20-320f-4259-bcdc-77ca8899e238,29ff77b5-fc0a-4412-b3c0-536e1ca9fee5,Resident,شخص,أنثى,UAE,Sell,Apartment,3BR,Meydan City,1397,2071008.0,2025-11-11,Cash,Yes,على الخارطة,Off-plan,ايجار حر,Leasehold,784-3956-9937-5,,054-6142147,4,2025
b4a2fc35-a150-48b6-be88-39f455852392,3b557163-f000-40f1-8e5b-d1ca8fccf30a,33df934b-583b-470a-b2fc-ba9c5ae56eb6,Investor,شخص,أنثى,Switzerland,Sell,Apartment,3BR,Downtown Dubai,1311,2850000.0,2024-11-21,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8179-1570-3,,055-7075878,4,2024
89afcfff-c36c-4289-bceb-9edc097bb533,850756fd-5806-4e7a-96d3-94223ac70f83,c4827208-41b2-4803-8d4e-89c227730089,Resident,شخص,ذكر,China,Sell,Apartment,1BR,JVC,1404,1445437.0,2025-04-12,Mortgage,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-5264-8311-4,TRN-615060,053-3057514,2,2025
1234bfa6-ead4-4c0e-a232-e8008a053d19,2af630f7-a943-42a8-9b34-ad52641c8bab,3b623fbc-efbc-48cd-a5b9-a1af553a5bb6,Investor,جهة,ذكر,UK,Sell,Apartment,3BR,Downtown Dubai,1277,2850000.0,2025-01-18,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-3275-4878-8,,058-7189302,1,2025
f679d452-ac1c-4d40-9153-478f757e7a0c,b380ba3d-70fb-4142-93e2-a762e6e9b55f,9fc59ca5-7f20-492c-b359-ed46a574d5d6,Investor,شخص,أنثى,China,Buy,Apartment,1BR,JVC,1440,1357386.0,2025-10-03,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-3114-8088-9,,051-9692311,4,2025
563f6d3d-1343-44e0-9384-593286932695,e497e3e1-7bfb-490d-859e-12b804e65214,ea93bdb4-16b7-4c19-a65a-c426ca867bd6,Resident,جهة,ذكر,Switzerland,Sell,Apartment,1BR,City Walk,1481,2850000.0,2022-02-07,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-6531-1674-1,,059-5440189,1,2022
2f4908c0-268f-4f01-b408-d3f73c8a3df5,678ea277-1b0a-4c52-beb7-71931e0807c3,c5a7da1c-79af-4425-a5e2-60d27959dcf2,Investor,شخص,ذكر,UK,Sell,Apartment,4BR,Dubai Hills Estate,1246,1944646.0,2024-08-08,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-6121-6231-6,,055-9639932,3,2024
edd75b08-582b-4ee4-a94b-b0b79e61926b,7cb96433-b7c8-4459-a654-636ee8b314e9,fae54897-4af9-4c90-af38-a742dc32afd5,Resident,شخص,أنثى,China,Buy,Apartment,3BR,Downtown Dubai,1001,1873021.0,2021-10-14,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9171-6055-8,,056-9479950,4,2021
4b4d70c7-047f-4fd5-913d-c1fa7676cdad,eff34c51-3d13-42f5-b9b6-bde2bd6cdbe9,8bbb3163-c9af-4b4a-83d4-36ef3733a76f,Resident,شخص,ذكر,India,Buy,Apartment,1BR,Palm Jumeirah,1431,2850000.0,2025-03-14,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-7329-9261-8,TRN-753516,059-2993318,1,2025
392e02c9-006a-411e-915d-932c841aa622,609b9bea-796e-4658-9891-875950c65b9b,f17bf19f-2415-4d12-b31a-8e73ebf3887b,Resident,شخص,ذكر,India,Buy,Apartment,4BR,Emirates Hills,1097,2850000.0,2025-10-02,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-3662-7438-5,TRN-634473,058-9218263,4,2025
5cabc7fc-a57b-465b-8423-268b4d671065,f474b0bd-adde-41b4-a142-1d0889b097be,dfa369ba-c290-49b9-b454-8a5fa2288a40,Corporate,جهة,Non-specified,UAE,Buy,Apartment,1BR,Dubai Hills Estate,1376,1618202.0,2022-01-16,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-9589-7229-3,TRN-353961,050-2843740,1,2022
a796521c-473e-458c-ab2b-52eb0e216ccb,c06ac1a3-a522-4d89-89ef-f37df6903a93,9caa48e0-2ec0-4678-b571-a28e238d38ba,Resident,شخص,ذكر,China,Rent,Villa,,Palm Jumeirah,6004,14500000.0,2020-01-05,Mortgage,No,العقارات القائمة,Completed,تملك حر,Freehold,784-5331-8932-4,TRN-412999,053-5993143,1,2020
